identifier	prefixed_short_name	short_name	sorting_order	parent_short_name	parent-XPath	Export_documentation	Export_example	example_explanation	usage_notes	export	children	depth	ordering	To Do	check	action	BDI Data URI	Q	ABCD 3 Label	documentation	abcd3_doc	documentation_corrected	content	content_corrected	Compared Vocabularies	example_value	collection	#_used_Biocase	recommended in OpenUp!	mandatory_recommended_concepts	replaced_by	replaces	added	date_modified	date_created	deprecated	removed	comment	version_history	change_to_2.1	comment_2.06_2.1	TDWG_Wiki_concept	group	subgroup	full_name	content_contains_documentation	recommended	reviewer	editorial_notes	notes_total	element_name	schema_documentation	repeatable	leaf	tdwg_export_type	restriction	restriction_detail	minOccurs	maxOccurs	cardinality	tdwgutil_repeatable	required	type	contains_doc
/DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/Method/@language	abcd:Gathering-Altitude-Method-@language	Gathering-Altitude-Method-@language	1123	Gathering-Altitude-Method	/DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/Method	The language of the text in the element carrying this attribute, according to RFC 3066.	EN<br/><br/>EN-US<br/><br/>UND		"The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.

Recommended values are defined by the following reference: H. Alvestrand, ed. RFC 3066: Tags for the Identification of Languages 1995. Available at: http://www.ietf.org/rfc/rfc3066.txt .
"	true		9	1.1.7.1.32.19.1.4.1				https://wiki.bgbm.org/entity/Q1332	Q1332		Language			The language of the text in the element carrying this attribute. This is a mandatory attribute. The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.		W3C, XML type xs:language	EN<br/><br/>EN-US<br/><br/>UND	Gathering							2005-09-09	2005-09-09							1021	Meta	Language	Language	true		Berendsohn 10 Apr 2005			language		false	true	Property			0		0..1	False	False		true
/DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/Parameter	abcd:Gathering-Altitude-Parameter	Gathering-Altitude-Parameter	1124	Gathering-Altitude-MeasurementOrFactAtomised	/DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised	"This is set to ""Altitude"" by definition for measurements of altitude."				true	Gathering-Altitude-Parameter-@language	8	1.1.7.1.32.19.1.5	see editorial_notes	call for action	clarify / editorial_notes	https://wiki.bgbm.org/entity/Q1031	Q1031	Parameter	"This is set to ""Altitude"" by definition for measurements of altitude."	A parameter to which the result of a measurement is assigned.		"This is set to ""Altitude"" by definition for measurements of altitude."				Gathering							2005-09-09	2005-09-09							1022	MOF	MOF-Gathering	Parameter (n/a)	true		Berendsohn 16 Apr 2005	"Is the generic description for parameter I found in the schema ok for this element? Should I take out the  examples like width, circumference etc.?<br/><br/>The parameter element makes sense only where the measurmentOrFact type is used to describe ""open"" measurements, where the users decide what it is what is measured. Altitude etc. are a special case, the parameter is actually always altitude. A solution to this would be to exclude this from the MoF and put it into an extension, only used when general measurements are asked for. I added this to the Schema discussion page. For the time being, the above (English?) can serve as a template for similar cases (depth etc.)."	"Is the generic description for parameter I found in the schema ok for this element? Should I take out the  examples like width, circumference etc.?<br/><br/>The parameter element makes sense only where the measurmentOrFact type is used to describe ""open"" measurements, where the users decide what it is what is measured. Altitude etc. are a special case, the parameter is actually always altitude. A solution to this would be to exclude this from the MoF and put it into an extension, only used when general measurements are asked for. I added this to the Schema discussion page. For the time being, the above (English?) can serve as a template for similar cases (depth etc.)."	Parameter	Describes type of measurement or fact, such as width, abundance, circumference, temperature etc. or colour etc.	false	true	Property			0	1	0..1	False	False	StringL	false
/DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/Parameter/@language	abcd:Gathering-Altitude-Parameter-@language	Gathering-Altitude-Parameter-@language	1125	Gathering-Altitude-Parameter	/DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/Parameter	The language of the text in the element carrying this attribute, according to RFC 3066.	EN<br/><br/>EN-US<br/><br/>UND		"The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.

Recommended values are defined by the following reference: H. Alvestrand, ed. RFC 3066: Tags for the Identification of Languages 1995. Available at: http://www.ietf.org/rfc/rfc3066.txt .
"	true		9	1.1.7.1.32.19.1.5.1				https://wiki.bgbm.org/entity/Q1334	Q1334		Language			The language of the text in the element carrying this attribute. This is a mandatory attribute. The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.		W3C, XML type xs:language	EN<br/><br/>EN-US<br/><br/>UND	Gathering							2005-09-09	2005-09-09							1024	Meta	Language	Language	true		Berendsohn 10 Apr 2005			language		false	true	Property			0		0..1	False	False		true
/DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/AppliesTo	abcd:Gathering-Altitude-AppliesTo	Gathering-Altitude-AppliesTo	1126	Gathering-Altitude-MeasurementOrFactAtomised	/DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised	Depending on the use of the type, this can further specify the actual part measured to obtain the gathering site altitude (e.g. a measurement of temperature may be a surface, air or sub-surface measurement).				true	Gathering-Altitude-AppliesTo-@language	8	1.1.7.1.32.19.1.6		Yes		https://wiki.bgbm.org/entity/Q1033	Q1033	Applies To	This can further specify the actual part measured to obtain the gathering site altitude.	This can further specify the actual part of the unit that was measured.		Depending on the use of the type, this can further specify the actual part measured to obtain the gathering site altitude (e.g. a measurement of temperature may be a surface, air or sub-surface measurement).				Gathering							2005-09-09	2005-09-09							1025	MOF	MOF-Gathering	Gathering site altitude - measurement applies to	false		Charles Copp Oct 2002			AppliesTo	Depending on the use of the type, this can further specify the actual part measured. For example, a measurement of temperature may be a surface, air or sub-surface measurement.	false	true	Property			0	1	0..1	False	False	StringL	false
/DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/AppliesTo/@language	abcd:Gathering-Altitude-AppliesTo-@language	Gathering-Altitude-AppliesTo-@language	1127	Gathering-Altitude-AppliesTo	/DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/AppliesTo	The language of the text in the element carrying this attribute, according to RFC 3066.	EN<br/><br/>EN-US<br/><br/>UND		"The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.

Recommended values are defined by the following reference: H. Alvestrand, ed. RFC 3066: Tags for the Identification of Languages 1995. Available at: http://www.ietf.org/rfc/rfc3066.txt .
"	true		9	1.1.7.1.32.19.1.6.1				https://wiki.bgbm.org/entity/Q1336	Q1336		Language			The language of the text in the element carrying this attribute. This is a mandatory attribute. The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.		W3C, XML type xs:language	EN<br/><br/>EN-US<br/><br/>UND	Gathering							2005-09-09	2005-09-09							1027	Meta	Language	Language	true		Berendsohn 10 Apr 2005			language		false	true	Property			0		0..1	False	False		true
/DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/LowerValue	abcd:Gathering-Altitude-LowerValue	Gathering-Altitude-LowerValue	1128	Gathering-Altitude-MeasurementOrFactAtomised	/DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised	The lower or only value of the gathering site altitude.<br/><br/>Attribute for ValueDataType.string, integer, decimal, %<br/><br/>The elevation of the collecting site expressed in meters above sea level. Negative values are allowed.	763			true	Gathering-Altitude-LowerValue-@language	8	1.1.7.1.32.19.1.7	"MCPD; related element: ValueDataType.string; see editorial_notes
"	call for action	revise documentation / reference / editorial_notes	https://wiki.bgbm.org/entity/Q1035	Q1035	Lower Value	The lower or only value of the gathering site altitude.	The lower or only value of the unit measurement.		The lower or only value of the gathering site altitude.<br/><br/>Attribute for ValueDataType.string, integer, decimal, %<br/><br/>The elevation of the collecting site expressed in meters above sea level. Negative values are allowed. A FAO/IPGRI multi-crop passport descriptor (MCPD), description and examples taken from EURISCO descriptor list dated July 3, 2002.		MCPD	763	Gathering	41	x	commonly_used				2005-09-09	2005-09-09							1028	MOF	MOF-Gathering	Gathering site altitude - lower value	true		Charles Copp Oct 2002	$$Walter$$ The comment about the attribute for ValueDataTpe - is that still relevant?	$$Walter$$ The comment about the attribute for ValueDataTpe - is that still relevant?	LowerValue	Lower or only value or fact text.	false	true	Property			1	1	1..1	False	True	StringL	false
/DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/LowerValue/@language	abcd:Gathering-Altitude-LowerValue-@language	Gathering-Altitude-LowerValue-@language	1129	Gathering-Altitude-LowerValue	/DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/LowerValue	The language of the text in the element carrying this attribute, according to RFC 3066.	EN<br/><br/>EN-US<br/><br/>UND		"The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.

Recommended values are defined by the following reference: H. Alvestrand, ed. RFC 3066: Tags for the Identification of Languages 1995. Available at: http://www.ietf.org/rfc/rfc3066.txt .
"	true		9	1.1.7.1.32.19.1.7.1				https://wiki.bgbm.org/entity/Q1338	Q1338		Language			The language of the text in the element carrying this attribute. This is a mandatory attribute. The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.		W3C, XML type xs:language	EN<br/><br/>EN-US<br/><br/>UND	Gathering							2005-09-09	2005-09-09							1030	Meta	Language	Language	true		Berendsohn 10 Apr 2005			language		false	true	Property			0		0..1	False	False		true
/DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/UpperValue	abcd:Gathering-Altitude-UpperValue	Gathering-Altitude-UpperValue	1130	Gathering-Altitude-MeasurementOrFactAtomised	/DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised	The upper value for the measured gathering site altitude, where there is a range.				true	Gathering-Altitude-UpperValue-@language	8	1.1.7.1.32.19.1.8		Yes		https://wiki.bgbm.org/entity/Q1037	Q1037	Upper Value	The upper value for the measured gathering site altitude, where there is a range.	The upper value of the unit measurement, where there is a range.		The upper value for the measured gathering site altitude, where there is a range.				Gathering	21	x					2005-09-09	2005-09-09							1031	MOF	MOF-Gathering	Gathering site altitude - upper value	true		Charles Copp Oct 2002			UpperValue	Upper value where there is a range.	false	true	Property			0	1	0..1	False	False	StringL	false
/DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/UpperValue/@language	abcd:Gathering-Altitude-UpperValue-@language	Gathering-Altitude-UpperValue-@language	1131	Gathering-Altitude-UpperValue	/DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/UpperValue	The language of the text in the element carrying this attribute, according to RFC 3066.	EN<br/><br/>EN-US<br/><br/>UND		"The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.

Recommended values are defined by the following reference: H. Alvestrand, ed. RFC 3066: Tags for the Identification of Languages 1995. Available at: http://www.ietf.org/rfc/rfc3066.txt .
"	true		9	1.1.7.1.32.19.1.8.1				https://wiki.bgbm.org/entity/Q1340	Q1340		Language			The language of the text in the element carrying this attribute. This is a mandatory attribute. The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.		W3C, XML type xs:language	EN<br/><br/>EN-US<br/><br/>UND	Gathering							2005-09-09	2005-09-09							1033	Meta	Language	Language	true		Berendsohn 10 Apr 2005			language		false	true	Property			0		0..1	False	False		true
/DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/UnitOfMeasurement	abcd:Gathering-Altitude-UnitOfMeasurement	Gathering-Altitude-UnitOfMeasurement	1132	Gathering-Altitude-MeasurementOrFactAtomised	/DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised	The named scale used to measure the gathering site altitude.	Centigrade<br/><br/>Beaufort			true		8	1.1.7.1.32.19.1.9	see editorial_notes	call for action	editorial_notes	https://wiki.bgbm.org/entity/Q1341	Q1341		The unit of measurement used to measure the gathering site altitude.			The named scale used to measure the gathering site altitude.			Centigrade<br/><br/>Beaufort	Gathering	26	x	commonly_used				2005-09-09	2005-09-09							1034	MOF	MOF-Gathering	Gathering site altitude - measurement unit	false		Charles Copp Oct 2002	$$Walter$$ The comments here are taken from the Measurement or Fact type - are examples such as these appropriate for any context? (for altitude, depth, and height)? Would you like me to omit or change the examples anywhere?	$$Walter$$ The comments here are taken from the Measurement or Fact type - are examples such as these appropriate for any context? (for altitude, depth, and height)? Would you like me to omit or change the examples anywhere?	UnitOfMeasurement	Unit of measurement.	false	true	Property		( minLength=1,  whiteSpace=collapse, )	0	1	0..1	False	False	String	false
/DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/Accuracy	abcd:Gathering-Altitude-Accuracy	Gathering-Altitude-Accuracy	1133	Gathering-Altitude-MeasurementOrFactAtomised	/DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised	A statement of accuracy of the measurement of the gathering site altitude.				true		8	1.1.7.1.32.19.1.10		Yes		https://wiki.bgbm.org/entity/Q1040	Q1040	Accuracy	A statement of accuracy of the measurement of the gathering site altitude.			A statement of accuracy of the measurement of the gathering site altitude.				Gathering	5						2005-09-09	2005-09-09							1035	MOF	MOF-Gathering	Gathering site altitude - measurement accuracy	true		Charles Copp Oct 2002			Accuracy	Statement of accuracy of measurement.	false	true	Property		( minLength=1,  whiteSpace=collapse, )	0	1	0..1	False	False	String	false
/DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/MeasurementOrFactReference	abcd:Gathering-Altitude-MeasurementOrFactReference	Gathering-Altitude-MeasurementOrFactReference	1134	Gathering-Altitude-MeasurementOrFactAtomised	/DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised	The reference (publication) from which this measurement of the gathering site altitude was taken.				true	Gathering-Altitude-ReferenceGUID|Gathering-Altitude-TitleCitation|Gathering-Altitude-CitationDetail|Gathering-Altitude-URI|Gathering-Altitude-DOI	8	1.1.7.1.32.19.1.11		Yes		https://wiki.bgbm.org/entity/Q329	Q329	Reference	The reference (publication) from which this measurement of the gathering site altitude was taken.	A concept to describe a reference or citation.		The reference (publication) from which this measurement of the gathering site altitude was taken.				Gathering							2005-09-09	2005-09-09							1036	MOF	MOF-Gathering		true					MeasurementOrFactReference	Reference (publication) where this measurement was taken from	false	false	Class			0	1	0..1	False	False	Reference	false
/DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/MeasurementOrFactReference/ReferenceGUID	abcd:Gathering-Altitude-ReferenceGUID	Gathering-Altitude-ReferenceGUID	1135	Gathering-Altitude-MeasurementOrFactReference	/DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/MeasurementOrFactReference	A globally unique identifier (GUID) for the reference. 				true		9	1.1.7.1.32.19.1.11.1				https://wiki.bgbm.org/entity/Q127	Q127	GUID						GUID		Gathering						added in 2.06b	2007-06-13	2007-06-13				added in 2.06b							true					ReferenceGUID	A globally unique identifier for the publication or the specific detail (page, figure, etc.) within the publication.	false	true	Property		( whiteSpace=preserve, )	0	1	0..1	False	False	string	false
/DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/MeasurementOrFactReference/TitleCitation	abcd:Gathering-Altitude-TitleCitation	Gathering-Altitude-TitleCitation	1136	Gathering-Altitude-MeasurementOrFactReference	/DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/MeasurementOrFactReference	A formal citation for a paper or electronic publication from which this measurement of the gathering site altitude was taken.				true		9	1.1.7.1.32.19.1.11.2	see editorial_notes	call for action	editorial_notes	https://wiki.bgbm.org/entity/Q331	Q331	Citation-Title	A formal citation for a paper or electronic publication from which this measurement of the gathering site altitude was taken.	A formal citation for a paper or electronic publication.		A formal citation for a paper or electronic publication from which this measurement of the gathering site altitude was taken.				Gathering							2005-09-09	2005-09-09							1037	Media	References	Gathering site altitude reference	true		Neil Thomson	Need to decide on whether a particular standard for citations should be adopted  - such as the Council of Biology Editors 6th edition with the NLM Internet extensions??	Need to decide on whether a particular standard for citations should be adopted  - such as the Council of Biology Editors 6th edition with the NLM Internet extensions??	TitleCitation	Formal citation for a paper or electronic publication.	false	true	Property		( minLength=1,  whiteSpace=collapse, )	1	1	1..1	False	True	String	false
/DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/MeasurementOrFactReference/CitationDetail	abcd:Gathering-Altitude-CitationDetail	Gathering-Altitude-CitationDetail	1137	Gathering-Altitude-MeasurementOrFactReference	/DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/MeasurementOrFactReference	The specific page, figure, or illustration number(s) within the reference from which this measurement of the gathering site altitude was taken.				true		9	1.1.7.1.32.19.1.11.3		Yes		https://wiki.bgbm.org/entity/Q332	Q332	Citation-Detail	The specific page, figure, or illustration number(s) within the reference from which this measurement of the gathering site altitude was taken.	Specific details within the reference.		The specific page, figure, or illustration number(s) within the reference from which this measurement of the gathering site altitude was taken.				Gathering							2005-09-09	2005-09-09							1038	Media	References	Gathering site altitude reference (details)	true					CitationDetail	Specific page, figure or illustration number(s) within the reference.	false	true	Property		( minLength=1,  whiteSpace=collapse, )	0	1	0..1	False	False	String	false
/DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/MeasurementOrFactReference/URI	abcd:Gathering-Altitude-URI	Gathering-Altitude-URI	1138	Gathering-Altitude-MeasurementOrFactReference	/DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/MeasurementOrFactReference	A Universal Resource Identifier (URI) that is a path to an electronic source of the document from which this measurement of the gathering site altitude was taken.				true		9	1.1.7.1.32.19.1.11.4	URI vs URL	call for action	identifier	https://wiki.bgbm.org/entity/Q333	Q333	Reference-URI	A Universal Resource Identifier (URI) that is a path to an electronic source of the document from which this measurement of the gathering site altitude was taken.	An URL to an electronic source of the reference.		A Universal Resource Identifier (URI) that is a path to an electronic source of the document from which this measurement of the gathering site altitude was taken.				Gathering							2005-09-09	2005-09-09							1039	Media	References	Gathering site altitude reference (URI)	true					URI	Universal Resource Identifier - Path to electronic source of document.	false	true	Property		( whiteSpace=collapse, )	0	1	0..1	False	False	anyURI	false
/DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/MeasurementOrFactReference/DOI	abcd:Gathering-Altitude-DOI	Gathering-Altitude-DOI	1139	Gathering-Altitude-MeasurementOrFactReference	/DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/MeasurementOrFactReference	The digital object identifier (DOI) of the reference.				true		9	1.1.7.1.32.19.1.11.5				https://wiki.bgbm.org/entity/Q1871	Q1871	Reference DOI		Digital object identifier (DOI) to an electronic source of a reference.				DOI		Gathering						added in 2.06a	2006-10-09	2006-10-09				added in 2.06a							true					DOI	Digital object identifier for the reference.	false	true	Property		( minLength=1,  whiteSpace=collapse, )	0	1	0..1	False	False	String	false
/DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/IsQuantitative	abcd:Gathering-Altitude-IsQuantitative	Gathering-Altitude-IsQuantitative	1140	Gathering-Altitude-MeasurementOrFactAtomised	/DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised	A flag indicating whether the value given for the gathering site altitude represents the numerical result of a quantitative measurement (TRUE) or a descriptor with textual or categorical result (FALSE).				true		8	1.1.7.1.32.19.1.12		Yes		https://wiki.bgbm.org/entity/Q1349	Q1349		A flag indicating whether the value given for the gathering site altitude represents the numerical result of a quantitative measurement (TRUE) or a descriptor with textual or categorical result (FALSE).			A flag indicating whether the value given for the gathering site altitude represents the numerical result of a quantitative measurement (TRUE) or a descriptor with textual or categorical result (FALSE).				Gathering	1						2005-09-09	2005-09-09							1040	MOF	MOF-Gathering	Gathering site altitude is quantitative	true					IsQuantitative	Flag indicating if the value represents the numerical result of a quantitative measurement (TRUE) or a descriptor with textual or categorical result (FALSE).	false	true	Property		( whiteSpace=collapse, )	0	1	0..1	False	False	boolean	false
/DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactText	abcd:Gathering-Altitude-MeasurementOrFactText	Gathering-Altitude-MeasurementOrFactText	1141	Gathering-Altitude	/DataSets/DataSet/Units/Unit/Gathering/Altitude	A free text representation of the gathering site altitude measurement (an alternative to the atomised version).				true	Gathering-Altitude-MeasurementOrFactText-@language	7	1.1.7.1.32.19.2		Yes		https://wiki.bgbm.org/entity/Q1048	Q1048	Measurement Or Fact Text	A free text representation of the gathering site altitude measurement (an alternative to the atomised version).	A free text representation of the unit measurement or fact (an alternative to the atomised version).		A free text representation of the gathering site altitude measurement (an alternative to the atomised version).				Gathering	9						2005-09-09	2005-09-09							1041	MOF	MOF-Gathering	Gathering site altitude measurement	true		Charles Copp Oct 2002			MeasurementOrFactText	Free text alternative to atomised version.	false	true	Property			0	1	0..1	False	False	StringL	false
/DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactText/@language	abcd:Gathering-Altitude-MeasurementOrFactText-@language	Gathering-Altitude-MeasurementOrFactText-@language	1142	Gathering-Altitude-MeasurementOrFactText	/DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactText	The language of the text in the element carrying this attribute, according to RFC 3066.	EN<br/><br/>EN-US<br/><br/>UND		"The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.

Recommended values are defined by the following reference: H. Alvestrand, ed. RFC 3066: Tags for the Identification of Languages 1995. Available at: http://www.ietf.org/rfc/rfc3066.txt .
"	true		8	1.1.7.1.32.19.2.1				https://wiki.bgbm.org/entity/Q1351	Q1351		Language			The language of the text in the element carrying this attribute. This is a mandatory attribute. The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.		W3C, XML type xs:language	EN<br/><br/>EN-US<br/><br/>UND	Gathering							2005-09-09	2005-09-09							1043	Meta	Language	Language	true		Berendsohn 10 Apr 2005			language		false	true	Property			0		0..1	False	False		true
/DataSets/DataSet/Units/Unit/Gathering/Depth	abcd:Gathering-Depth	Gathering-Depth	1143	Gathering	/DataSets/DataSet/Units/Unit/Gathering	Vertical distance point or range measurement in relation to a ground datum (such as water level, or the level of the sea floor for benthic samples).<br/><br/>This depth should be positive below the surface and negative above (e.g. collecting above sea level in tidal areas).<br/><br/>Although the depth could be covered by a generic element for site measurements, the separate Depth element is preserved for the sake of clarity.				true	Gathering-Depth-@datum|Gathering-Depth-MeasurementOrFactAtomised|Gathering-Depth-MeasurementOrFactText	6	1.1.7.1.32.20		Yes		https://wiki.bgbm.org/entity/Q1024	Q1024	Measurement Or Fact	Vertical distance point or range measurement in relation to a ground datum (such as water level, or the level of the sea floor for benthic samples).	A quantitative or categorical measurement related to a unit.		Vertical distance point or range measurement in relation to a ground datum (such as water level, or the level of the sea floor for benthic samples).<br/><br/>This depth should be positive below the surface and negative above (e.g. collecting above sea level in tidal areas).<br/><br/>Although the depth could be covered by a generic element for site measurements, the separate Depth element is preserved for the sake of clarity.				Gathering							2005-09-09	2005-09-09							1044	MOF	MOF-Gathering		true		Berendsohn 01 Mar 2003			Depth	Vertical distance point or range measurement in relation to a ground datum such as water level, or level of the sea floor for benthic samples.	false	false	Class			0	1	0..1	False	False		false
/DataSets/DataSet/Units/Unit/Gathering/Depth/@datum	abcd:Gathering-Depth-@datum	Gathering-Depth-@datum	1144	Gathering-Depth	/DataSets/DataSet/Units/Unit/Gathering/Depth	The reference point from which the depth measurement was taken. 	"Mean Sea Level
Ground Level
Cave Entrance"			true		7	1.1.7.1.32.20.1				https://wiki.bgbm.org/entity/Q2045	Q2045									Gathering							2005-09-09	2005-09-09							1045				true			$$Walter$$ What goes here? Is this the ground datum?	$$Walter$$ What goes here? Is this the ground datum?	datum	normalized string required to contain at least 1 character (this removes the xml string anomaly, i. e. either element/attribute may be optional, but if they are required the content may not be an empty string)	false	true	Property			0		0..1	False	False		false
/DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised	abcd:Gathering-Depth-MeasurementOrFactAtomised	Gathering-Depth-MeasurementOrFactAtomised	1145	Gathering-Depth	/DataSets/DataSet/Units/Unit/Gathering/Depth	Atomised data describing a measurement or fact recording for the depth of the gathering site.				true	Gathering-Depth-MeasuredBy|Gathering-Depth-MeasurementDateTime|Gathering-Depth-Duration|Gathering-Depth-Method|Gathering-Depth-Parameter|Gathering-Depth-AppliesTo|Gathering-Depth-LowerValue|Gathering-Depth-UpperValue|Gathering-Depth-UnitOfMeasurement|Gathering-Depth-Accuracy|Gathering-Depth-MeasurementOrFactReference|Gathering-Depth-IsQuantitative	7	1.1.7.1.32.20.2		Yes		https://wiki.bgbm.org/entity/Q1354	Q1354		Atomised data describing a measurement or fact recording for the depth of the gathering site.			Atomised data describing a measurement or fact recording for the depth of the gathering site.				Gathering							2005-09-09	2005-09-09							1046	MOF	MOF-Gathering		true					MeasurementOrFactAtomised	Atomised data describing a measurement or fact.	false	false	Class			0	1	0..1	False	False		false
/DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/MeasuredBy	abcd:Gathering-Depth-MeasuredBy	Gathering-Depth-MeasuredBy	1146	Gathering-Depth-MeasurementOrFactAtomised	/DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised	The person to whom the measurement of the gathering site depth is attributed.				true		8	1.1.7.1.32.20.2.1		Yes		https://wiki.bgbm.org/entity/Q417	Q417	Contact	The person to whom the measurement of the gathering site depth is attributed.	A concept to bundle contact information.	The person by whom the measurement of the gathering site depth is attributed.	The person to whom the measurement of the gathering site depth is attributed.	The person by whom the measurement of the gathering site depth is attributed.			Gathering							2005-09-09	2005-09-09							1047	MOF	MOF-Gathering	Gathering site depth - measured by	true					MeasuredBy	Attribution of the measurement to a Person	false	true	Property		( minLength=1,  whiteSpace=collapse, )	0	1	0..1	False	False	String	false
/DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/MeasurementDateTime	abcd:Gathering-Depth-MeasurementDateTime	Gathering-Depth-MeasurementDateTime	1147	Gathering-Depth-MeasurementOrFactAtomised	/DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised	The date and/or time the measurement of the depth of the gathering site was taken.				true		8	1.1.7.1.32.20.2.2		Yes		https://wiki.bgbm.org/entity/Q335	Q335	Date	The date and/or time the measurement of the depth of the gathering site was taken.	Concept to describe date and time (and periods).		The date and/or time the measurement of the depth of the gathering site was taken.				Gathering							2005-09-09	2005-09-09							1048	MOF	MOF-Gathering	Gathering site depth - date/time measured	true					MeasurementDateTime	Date and/or Time the measurement was taken	false	true	Property		( whiteSpace=collapse, )	0	1	0..1	False	False	dateTime	false
/DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/Duration	abcd:Gathering-Depth-Duration	Gathering-Depth-Duration	1148	Gathering-Depth-MeasurementOrFactAtomised	/DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised	The duration in time of the measurement of the depth of the gathering site.				true		8	1.1.7.1.32.20.2.3		Yes		https://wiki.bgbm.org/entity/Q1330	Q1330	Duration	The duration in time of the measurement of the depth of the gathering site.	A duration in time.		The duration in time of the measurement of the depth of the gathering site.				Gathering							2005-09-09	2005-09-09							1049	MOF	MOF-Gathering	Gathering site depth - measurement duration	true		Charles Copp Oct 2002			Duration	Duration of measurement in time.	false	true	Property		( minLength=1,  whiteSpace=collapse, )	0	1	0..1	False	False	String	false
